Name,Position,Chromosome,First Author,Title,Pubmed link,Year,Journal,Trait,p-value,p-value description,Confidence Interval
rs10932886,221428332,2,Shen L,Whole genome association study of brain-wide imaging phenotypes for identifying quantitative trait loci in MCI and AD: A study of the ADNI cohort.,http://www.ncbi.nlm.nih.gov/pubmed/20100581?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/22/2010,Neuroimage,Brain imaging,1.0e-100,<1 x 10<sup>-6</sup> (multiple phenotypes),NR
rs7610017,189343424,3,Shen L,Whole genome association study of brain-wide imaging phenotypes for identifying quantitative trait loci in MCI and AD: A study of the ADNI cohort.,http://www.ncbi.nlm.nih.gov/pubmed/20100581?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/22/2010,Neuroimage,Brain imaging,1.0e-100,NS,NR
rs2075650,50087459,19,Shen L,Whole genome association study of brain-wide imaging phenotypes for identifying quantitative trait loci in MCI and AD: A study of the ADNI cohort.,http://www.ncbi.nlm.nih.gov/pubmed/20100581?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/22/2010,Neuroimage,Brain imaging,1.0e-100,NS,NR
rs10830963,92348358,11,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,1.0e-100,(FPG),NR
rs4607517,44202193,7,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,7.0e-92,(FPG),NR
rs11708067,124548468,3,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,7.0e-22,(FPG),NR
rs11558471,118254914,8,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,3.0e-11,(FPG),NR
rs7034200,4279050,9,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,1.0e-12,(FPG),NR
rs780094,27594741,2,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting insulin-related traits,3.0e-24,(HOMA-IR),NR
rs340874,214159256,1,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,7.0e-12,(FPG),NR
rs560887,169763148,2,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,1.0e-100,(FPG),NR
rs2191349,15030834,7,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,3.0e-44,(FPG),NR
rs11605924,45829667,11,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,1.0e-14,(FPG),NR
rs35767,101399699,12,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting insulin-related traits,2.0e-09,(HOMA-IR),NR
rs7944584,47292896,11,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,2.0e-18,(FPG),NR
rs10885122,113032083,10,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,3.0e-16,(FPG),NR
rs174550,61328054,11,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,5.0e-13,(HOMA-B),NR
rs11920090,172200215,3,Dupuis J,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.,http://www.ncbi.nlm.nih.gov/pubmed/20081858?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/17/2010,Nat Genet,Fasting glucose-related traits,8.0e-13,(FPG),NR
rs2251219,52584787,3,McMahon FJ,Meta-analysis of genome-wide association data identifies a risk locus for major mood disorders on 3p21.1.,http://www.ncbi.nlm.nih.gov/pubmed/20081856?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/17/2010,Nat Genet,Major mood disorders,2.0e-09,"",[1.09-1.18] 
rs1260326,27584444,2,Saxena R,Genetic variation in GIPR influences the glucose and insulin responses to an oral glucose challenge.,http://www.ncbi.nlm.nih.gov/pubmed/20081857?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=3,01/17/2010,Nat Genet,Two-hour glucose challenge,3.0e-10,"",[0.05-0.09] mmol/L increase
rs10423928,50874144,19,Saxena R,Genetic variation in GIPR influences the glucose and insulin responses to an oral glucose challenge.,http://www.ncbi.nlm.nih.gov/pubmed/20081857?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=3,01/17/2010,Nat Genet,Two-hour glucose challenge,3.0e-12,"",[0.07-0.11] mmol/L increase
rs2877716,124577141,3,Saxena R,Genetic variation in GIPR influences the glucose and insulin responses to an oral glucose challenge.,http://www.ncbi.nlm.nih.gov/pubmed/20081857?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=3,01/17/2010,Nat Genet,Two-hour glucose challenge,7.0e-16,"",[0.07-0.11] mmol/L increase
rs4343,58919763,17,Chung CM,A genome-wide association study identifies new loci for ACE activity: potential implications for response to ACE inhibitor.,http://www.ncbi.nlm.nih.gov/pubmed/20066004?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=4,01/12/2010,Pharmacogenomics J,Angiotensin-converting enzyme activity,3.0e-25,"",[NR] % variance
rs6795970,38766675,3,Chambers JC,Genetic variation in SCN10A influences cardiac conduction.,http://www.ncbi.nlm.nih.gov/pubmed/20062061?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,3.0e-15,(PR interval),[2.51-4.15] ms increase
rs1415259,160351933,1,Chambers JC,Genetic variation in SCN10A influences cardiac conduction.,http://www.ncbi.nlm.nih.gov/pubmed/20062061?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,7.0e-10,(QTc interval),[1.73-3.33] ms decrease
rs757978,242019774,2,Crowther-Swanepoel D,"Common variants at 2q37.3, 8q24.21, 15q21.3 and 16q24.1 influence chronic lymphocytic leukemia risk.",http://www.ncbi.nlm.nih.gov/pubmed/20062064?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,Chronic lymphocytic leukemia,2.0e-09,"",[1.25-1.56] 
rs2456449,128262163,8,Crowther-Swanepoel D,"Common variants at 2q37.3, 8q24.21, 15q21.3 and 16q24.1 influence chronic lymphocytic leukemia risk.",http://www.ncbi.nlm.nih.gov/pubmed/20062064?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,Chronic lymphocytic leukemia,8.0e-10,"",[1.17-1.35] 
rs10494366,160352309,1,Holm H,"Several common variants modulate heart rate, PR interval and QRS duration.",http://www.ncbi.nlm.nih.gov/pubmed/20062063?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,5.0e-22,(QT interval),[9.72-14.68] % s.d. increase
rs3807375,150298143,7,Holm H,"Several common variants modulate heart rate, PR interval and QRS duration.",http://www.ncbi.nlm.nih.gov/pubmed/20062063?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,5.0e-11,(QT interval),[8.39-15.51] % s.d. increase
rs12296050,2489342,11,Holm H,"Several common variants modulate heart rate, PR interval and QRS duration.",http://www.ncbi.nlm.nih.gov/pubmed/20062063?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,8.0e-11,(QT interval),[9.19-17.12] % s.d. increase
rs727957,34801942,21,Holm H,"Several common variants modulate heart rate, PR interval and QRS duration.",http://www.ncbi.nlm.nih.gov/pubmed/20062063?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,2.0e-12,(QT interval),[8.46-14.94] % s.d. increase
rs7660702,86870488,4,Holm H,"Several common variants modulate heart rate, PR interval and QRS duration.",http://www.ncbi.nlm.nih.gov/pubmed/20062063?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,3.0e-17,(PR interval),[6.50-10.42] % s.d. increase
rs3825214,114795443,12,Holm H,"Several common variants modulate heart rate, PR interval and QRS duration.",http://www.ncbi.nlm.nih.gov/pubmed/20062063?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,3.0e-13,(QRS duration),[5.37-9.33] % s.d. increase
rs6795970,38766675,3,Holm H,"Several common variants modulate heart rate, PR interval and QRS duration.",http://www.ncbi.nlm.nih.gov/pubmed/20062063?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,4.0e-09,(QRS duration),[3.46-6.89] % s.d. increase
rs1321311,36730878,6,Holm H,"Several common variants modulate heart rate, PR interval and QRS duration.",http://www.ncbi.nlm.nih.gov/pubmed/20062063?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,3.0e-10,(QRS duration),[4.50-8.55] % s.d. increase
rs3807989,115973477,7,Holm H,"Several common variants modulate heart rate, PR interval and QRS duration.",http://www.ncbi.nlm.nih.gov/pubmed/20062063?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,7.0e-13,(PR interval),[4.65-8.15] % s.d. increase
rs365990,23861811,14,Holm H,"Several common variants modulate heart rate, PR interval and QRS duration.",http://www.ncbi.nlm.nih.gov/pubmed/20062063?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,9.0e-11,(HR),[3.66-6.83] % s.d. increase
rs11129795,38589163,3,Holm H,"Several common variants modulate heart rate, PR interval and QRS duration.",http://www.ncbi.nlm.nih.gov/pubmed/20062063?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/10/2010,Nat Genet,Electrocardiographic traits,5.0e-10,(QRS complex),[5.64-10.83] % s.d. decrease
rs11897119,66625504,2,Pfeufer A,Genome-wide association study of PR interval.,http://www.ncbi.nlm.nih.gov/pubmed/20062060?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,PR interval,5.0e-11,"",[0.95-1.77] ms increase
rs7692808,86860173,4,Pfeufer A,Genome-wide association study of PR interval.,http://www.ncbi.nlm.nih.gov/pubmed/20062060?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,PR interval,6.0e-20,"",[1.58-2.44] ms decrease
rs6800541,38774832,3,Pfeufer A,Genome-wide association study of PR interval.,http://www.ncbi.nlm.nih.gov/pubmed/20062060?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,PR interval,2.0e-74,"",[3.37-4.17] ms increase
rs11708996,38608927,3,Pfeufer A,Genome-wide association study of PR interval.,http://www.ncbi.nlm.nih.gov/pubmed/20062060?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,PR interval,6.0e-26,"",[2.47-3.61] ms increase
rs1896312,115346424,12,Pfeufer A,Genome-wide association study of PR interval.,http://www.ncbi.nlm.nih.gov/pubmed/20062060?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,PR interval,3.0e-17,"",[1.50-2.40] ms increase
rs3807989,115973477,7,Pfeufer A,Genome-wide association study of PR interval.,http://www.ncbi.nlm.nih.gov/pubmed/20062060?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,PR interval,4.0e-28,"",[1.89-2.71] ms increase
rs251253,172412942,5,Pfeufer A,Genome-wide association study of PR interval.,http://www.ncbi.nlm.nih.gov/pubmed/20062060?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,PR interval,9.0e-13,"",[1.08-1.90] ms decrease
rs11047543,24679606,12,Pfeufer A,Genome-wide association study of PR interval.,http://www.ncbi.nlm.nih.gov/pubmed/20062060?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,PR interval,3.0e-13,"",[1.53-2.65] ms decrease
rs2242944,40465178,21,Reveille JD,Genome-wide association study of ankylosing spondylitis identifies non-MHC susceptibility loci.,http://www.ncbi.nlm.nih.gov/pubmed/20062062?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,Ankylosing spondylitis,8.0e-20,"",[1.28-1.49] 
rs11209026,67478546,1,Reveille JD,Genome-wide association study of ankylosing spondylitis identifies non-MHC susceptibility loci.,http://www.ncbi.nlm.nih.gov/pubmed/20062062?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,Ankylosing spondylitis,9.0e-14,"",[1.56-2.27] 
rs27434,96155268,5,Reveille JD,Genome-wide association study of ankylosing spondylitis identifies non-MHC susceptibility loci.,http://www.ncbi.nlm.nih.gov/pubmed/20062062?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,Ankylosing spondylitis,5.0e-12,"",[1.10-1.30] 
rs10865331,62404976,2,Reveille JD,Genome-wide association study of ankylosing spondylitis identifies non-MHC susceptibility loci.,http://www.ncbi.nlm.nih.gov/pubmed/20062062?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,Ankylosing spondylitis,2.0e-19,"",[1.18-1.37] 
rs7743761,31444079,6,Reveille JD,Genome-wide association study of ankylosing spondylitis identifies non-MHC susceptibility loci.,http://www.ncbi.nlm.nih.gov/pubmed/20062062?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/10/2010,Nat Genet,Ankylosing spondylitis,1.0e-100,"",NR
rs13182402,125946047,5,Guo Y,Genome-wide association study identifies ALDH7A1 as a novel susceptibility gene for osteoporosis.,http://www.ncbi.nlm.nih.gov/pubmed/20072603?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,01/08/2010,PLoS Genet,Osteoporosis,2.0e-09,"",[1.72-2.94] 
rs1532624,57005479,16,Igl W,Modeling of environmental effects in genome-wide association studies identifies SLC2A2 and HP as novel loci influencing serum cholesterol levels.,http://www.ncbi.nlm.nih.gov/pubmed/20066028?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,01/08/2010,PLoS Genet,Cholesterol,3.0e-20,"",[NR] mg/dl increase between hmz
rs8099917,44435005,19,Rauch A,Genetic variation in IL28B is associated with chronic hepatitis C and treatment failure: a genome-wide association study.,http://www.ncbi.nlm.nih.gov/pubmed/20060832?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=4,01/07/2010,Gastroenterology,Chronic Hepatitis C infection,6.0e-09,"",[1.74-3.06] 
rs174547,61327359,11,Illig T,A genome-wide perspective of genetic variation in human metabolism.,http://www.ncbi.nlm.nih.gov/pubmed/20037589,12/27/2009,Nat Genet,Metabolite levels,1.0e-100,(PC aa C36:3/PC aa C36:4),[NR] % variance explained
rs211718,76106675,1,Illig T,A genome-wide perspective of genetic variation in human metabolism.,http://www.ncbi.nlm.nih.gov/pubmed/20037589,12/27/2009,Nat Genet,Metabolite levels,1.0e-63,(C12/C10),[NR] % variance explained
rs2014355,121175524,12,Illig T,A genome-wide perspective of genetic variation in human metabolism.,http://www.ncbi.nlm.nih.gov/pubmed/20037589,12/27/2009,Nat Genet,Metabolite levels,5.0e-96,(C3/C4),[NR] % variance explained
rs2286963,210768295,2,Illig T,A genome-wide perspective of genetic variation in human metabolism.,http://www.ncbi.nlm.nih.gov/pubmed/20037589,12/27/2009,Nat Genet,Metabolite levels,3.0e-60,(C9/C10:2),[NR] % variance explained
rs8396,159850267,4,Illig T,A genome-wide perspective of genetic variation in human metabolism.,http://www.ncbi.nlm.nih.gov/pubmed/20037589,12/27/2009,Nat Genet,Metabolite levels,4.0e-24,(C14:1-OH/C10),[NR] % variance explained
rs9264942,31382359,6,Fellay J,Common genetic variation and the control of HIV-1 in humans.,http://www.ncbi.nlm.nih.gov/pubmed/20041166?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,12/24/2009,PLoS Genet,HIV-1 control,6.0e-32,(setpoint),[NR] % increase
rs2395029,31539759,6,Fellay J,Common genetic variation and the control of HIV-1 in humans.,http://www.ncbi.nlm.nih.gov/pubmed/20041166?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,12/24/2009,PLoS Genet,HIV-1 control,1.0e-11,(progression),NR
